session_id,visitor_id,site_id,timestamp,device,source,converted,session_duration,pages_viewed,bounce_rate,scroll_depth,clicks,events_count,revenue,is_bot,is_fraud
s_000076,u_001933,site_001,2026-04-01 18:42:37,mobile,instagram,False,261,1,1,98,2,8,0,False,False
s_000077,u_002798,site_001,2026-04-01 07:34:04,mobile,instagram,False,511,4,0,50,8,10,0,False,False
s_000078,u_001549,site_001,2026-04-01 16:15:54,mobile,linkedin,False,8,1,1,51,4,8,0,True,False
s_000079,u_001851,site_002,2026-04-01 08:12:22,mobile,facebook,False,48,5,0,56,11,15,0,True,False
s_000080,u_001012,site_002,2026-04-01 03:54:27,mobile,google,False,220,4,0,74,2,16,0,False,False
s_000081,u_000027,site_001,2026-04-01 15:14:20,desktop,linkedin,False,509,5,0,27,5,2,0,False,False
s_000082,u_002580,site_001,2026-04-01 14:34:44,desktop,facebook,False,467,2,0,22,3,1,0,False,False
s_000083,u_000958,site_002,2026-04-01 17:10:34,desktop,linkedin,False,213,5,0,35,6,18,0,False,False
s_000084,u_000196,site_002,2026-04-01 21:51:41,desktop,facebook,False,562,3,0,32,3,9,0,False,False
s_000085,u_000087,site_001,2026-04-01 22:08:17,tablet,linkedin,False,317,4,0,82,0,10,0,False,False
s_000086,u_000881,site_001,2026-04-01 03:33:29,tablet,facebook,False,282,2,0,79,8,7,0,False,False
s_000087,u_000816,site_002,2026-04-01 23:49:52,mobile,direct,False,182,5,0,38,0,11,0,False,False
s_000088,u_000493,site_002,2026-04-01 23:16:25,tablet,linkedin,False,438,6,0,68,9,12,0,False,False
s_000089,u_002491,site_001,2026-04-01 02:19:38,desktop,google,False,373,1,1,60,6,19,0,False,False
s_000090,u_000897,site_001,2026-04-01 03:10:37,tablet,direct,False,138,6,0,41,3,18,0,False,False
s_000091,u_001451,site_002,2026-04-01 00:55:19,mobile,linkedin,False,160,3,0,85,5,6,0,False,False
s_000092,u_001858,site_002,2026-04-01 15:02:54,tablet,google,False,174,4,0,53,3,5,0,False,False
s_000093,u_000584,site_002,2026-04-01 11:31:00,mobile,direct,False,123,3,0,63,2,3,0,False,False
s_000094,u_001076,site_001,2026-04-01 03:28:15,desktop,instagram,False,111,4,0,39,11,7,0,True,False
s_000095,u_002510,site_001,2026-04-01 15:35:39,tablet,instagram,True,569,5,0,50,11,15,123,True,False
s_000096,u_000950,site_002,2026-04-01 18:01:38,desktop,facebook,False,169,4,0,96,1,15,0,False,False
s_000097,u_002650,site_001,2026-04-01 22:07:03,mobile,linkedin,True,348,6,0,22,8,5,325,False,False
s_000098,u_000003,site_001,2026-04-01 04:43:40,tablet,facebook,False,339,4,0,80,4,8,0,False,False
s_000099,u_000578,site_001,2026-04-01 14:38:31,mobile,google,False,369,6,0,74,4,19,0,False,False
s_000100,u_002778,site_002,2026-04-01 04:24:33,tablet,direct,False,382,5,0,67,0,4,0,False,False
s_000101,u_000808,site_001,2026-04-01 20:53:12,tablet,google,False,98,5,0,35,4,5,0,False,False
s_000102,u_002005,site_002,2026-04-01 03:04:10,tablet,facebook,False,161,4,0,62,10,11,0,False,False
s_000103,u_001047,site_002,2026-04-01 11:35:18,mobile,direct,False,456,2,0,19,6,11,0,False,False
s_000104,u_000665,site_001,2026-04-01 18:13:26,mobile,facebook,True,237,6,0,57,8,10,201,False,False
s_000105,u_000484,site_002,2026-04-01 11:08:02,mobile,instagram,False,556,1,1,11,4,1,0,False,False
s_000106,u_002000,site_001,2026-04-01 13:31:49,tablet,facebook,False,428,1,1,50,6,13,0,False,False
s_000107,u_002309,site_002,2026-04-01 12:06:30,tablet,direct,False,60,1,1,73,2,5,0,False,False
s_000108,u_002620,site_001,2026-04-01 20:39:25,tablet,linkedin,False,570,1,1,47,9,5,0,False,False
s_000109,u_000340,site_001,2026-04-01 19:10:16,mobile,facebook,True,536,6,0,89,12,6,115,True,False
s_000110,u_001389,site_001,2026-04-01 17:00:45,desktop,google,False,430,1,1,41,6,13,0,False,False
s_000111,u_001368,site_002,2026-04-01 01:53:05,desktop,facebook,False,462,6,0,72,1,14,0,False,False
s_000112,u_000970,site_002,2026-04-01 20:53:48,mobile,linkedin,False,436,4,0,23,1,1,0,False,False
s_000113,u_001629,site_002,2026-04-01 23:00:20,mobile,instagram,False,211,2,0,87,7,8,0,False,False
s_000114,u_001159,site_002,2026-04-01 05:25:06,tablet,linkedin,False,320,2,0,72,1,10,0,False,False
s_000115,u_002432,site_001,2026-04-01 13:02:32,tablet,instagram,False,280,5,0,90,6,7,0,False,False
s_000116,u_001829,site_001,2026-04-01 13:30:17,mobile,linkedin,False,198,2,0,28,4,3,0,False,False
s_000117,u_002645,site_002,2026-04-01 02:40:08,mobile,google,False,18,5,0,54,12,14,0,True,False
s_000118,u_002712,site_002,2026-04-01 19:44:43,desktop,linkedin,False,216,1,1,92,6,13,0,False,False
s_000119,u_001439,site_001,2026-04-01 21:50:39,desktop,direct,False,212,1,1,47,12,5,0,True,False
s_000120,u_000348,site_001,2026-04-01 12:06:31,desktop,google,False,564,3,0,85,11,4,0,True,False
s_000121,u_000107,site_002,2026-04-01 14:37:36,tablet,google,False,588,4,0,85,12,14,0,True,False
s_000122,u_000912,site_001,2026-04-01 01:01:54,tablet,facebook,False,73,3,0,76,5,5,0,False,False
s_000123,u_001036,site_001,2026-04-01 21:36:24,tablet,facebook,False,463,3,0,18,12,1,0,True,False
s_000124,u_000394,site_001,2026-04-01 11:52:30,desktop,facebook,True,437,6,0,78,9,16,320,False,False
s_000125,u_002761,site_001,2026-04-01 03:53:00,desktop,instagram,False,313,4,0,35,1,4,0,False,False
s_000126,u_001313,site_002,2026-04-01 13:57:05,desktop,facebook,True,506,3,0,86,10,18,107,False,False
s_000127,u_000019,site_001,2026-04-01 14:57:25,desktop,instagram,False,355,2,0,100,3,11,0,False,False
s_000128,u_000493,site_001,2026-04-01 11:45:32,tablet,facebook,True,276,5,0,11,8,2,121,False,False
s_000129,u_000978,site_002,2026-04-01 00:01:22,tablet,instagram,False,418,4,0,44,11,10,0,True,False
s_000130,u_000365,site_001,2026-04-01 17:40:07,desktop,linkedin,False,351,6,0,41,1,10,0,False,False
s_000131,u_001176,site_002,2026-04-01 06:11:26,desktop,instagram,False,427,4,0,62,2,8,0,False,False
s_000132,u_001243,site_002,2026-04-01 03:51:35,tablet,google,False,597,6,0,62,8,3,0,False,False
s_000133,u_000547,site_001,2026-04-01 23:26:26,tablet,facebook,False,380,6,0,11,1,15,0,False,False
s_000134,u_002057,site_001,2026-04-01 10:49:22,desktop,direct,False,303,1,1,15,7,2,0,False,False
s_000135,u_000939,site_001,2026-04-01 06:16:23,tablet,facebook,False,479,1,1,39,6,17,0,False,False
s_000136,u_001498,site_001,2026-04-01 13:18:14,mobile,direct,False,429,1,1,11,8,12,0,False,False
s_000137,u_002140,site_002,2026-04-01 17:26:57,mobile,direct,False,362,6,0,71,0,12,0,False,False
s_000138,u_001994,site_002,2026-04-01 22:44:17,tablet,facebook,False,354,3,0,11,12,9,0,True,False
s_000139,u_000025,site_001,2026-04-01 05:34:45,mobile,direct,False,64,2,0,52,5,16,0,False,False
s_000140,u_001830,site_001,2026-04-01 02:17:16,desktop,facebook,False,462,6,0,67,9,5,0,False,False
s_000141,u_000466,site_001,2026-04-01 06:08:48,mobile,direct,False,308,5,0,30,6,20,0,False,False
s_000142,u_000182,site_001,2026-04-01 00:45:12,tablet,instagram,False,399,4,0,90,12,11,0,True,False
s_000143,u_000947,site_001,2026-04-01 06:02:00,desktop,facebook,False,313,1,1,27,2,9,0,False,False
s_000144,u_002250,site_001,2026-04-01 22:42:44,tablet,linkedin,True,560,6,0,61,9,1,174,False,False
s_000145,u_000758,site_002,2026-04-01 10:38:01,tablet,facebook,False,538,3,0,45,0,8,0,False,False
s_000146,u_000275,site_001,2026-04-01 19:55:37,desktop,linkedin,False,59,1,1,63,10,18,0,False,False
s_000147,u_002592,site_001,2026-04-01 20:11:36,tablet,linkedin,False,287,1,1,11,4,1,0,False,False
s_000148,u_001726,site_002,2026-04-01 02:53:43,tablet,instagram,False,410,5,0,64,8,20,0,False,False
s_000149,u_000469,site_001,2026-04-01 07:55:17,tablet,instagram,False,495,6,0,91,5,10,0,False,False
s_000150,u_002346,site_001,2026-04-01 01:27:59,desktop,linkedin,False,548,1,1,24,2,3,0,False,False
s_000151,u_000730,site_002,2026-04-01 19:50:28,mobile,direct,False,39,3,0,79,12,8,0,True,False
s_000152,u_000354,site_002,2026-04-01 21:23:52,desktop,direct,False,86,1,1,29,12,7,0,True,False
s_000153,u_001616,site_002,2026-04-01 18:19:55,desktop,linkedin,False,582,5,0,97,3,7,0,False,False
s_000154,u_002191,site_002,2026-04-01 10:50:56,tablet,linkedin,False,409,3,0,78,12,18,0,True,False
s_000155,u_000045,site_002,2026-04-01 07:25:36,desktop,direct,False,342,5,0,82,11,15,0,True,False
s_000156,u_001207,site_001,2026-04-01 20:12:28,mobile,instagram,False,494,1,1,76,12,9,0,True,False
s_000157,u_000651,site_002,2026-04-01 15:37:52,tablet,facebook,True,400,5,0,19,9,6,421,False,False
s_000158,u_000705,site_002,2026-04-01 18:20:17,mobile,facebook,False,130,4,0,92,8,5,0,False,False
s_000159,u_001115,site_002,2026-04-01 20:01:56,mobile,facebook,False,190,3,0,51,1,10,0,False,False
s_000160,u_001239,site_001,2026-04-01 11:11:29,desktop,facebook,False,482,1,1,97,12,11,0,True,False
s_000161,u_000818,site_002,2026-04-01 01:03:17,mobile,instagram,False,467,3,0,16,0,16,0,False,False
s_000162,u_001539,site_002,2026-04-01 03:47:18,tablet,linkedin,False,26,3,0,44,0,19,0,False,False
s_000163,u_000082,site_001,2026-04-01 09:42:47,mobile,linkedin,False,440,3,0,31,11,14,0,True,False
s_000164,u_001095,site_001,2026-04-01 20:35:08,mobile,direct,False,513,5,0,88,5,15,0,False,False
s_000165,u_001710,site_002,2026-04-01 11:26:06,desktop,instagram,False,482,3,0,93,6,2,0,False,False
s_000166,u_001690,site_002,2026-04-01 10:08:07,desktop,direct,False,526,3,0,10,1,18,0,False,False
s_000167,u_002459,site_001,2026-04-01 03:17:35,desktop,direct,False,438,4,0,58,0,20,0,False,False
s_000168,u_000088,site_002,2026-04-01 08:29:17,tablet,direct,False,282,5,0,23,3,17,0,False,False
s_000169,u_000997,site_001,2026-04-01 13:09:42,mobile,linkedin,False,180,5,0,68,7,8,0,False,False
s_000170,u_001425,site_001,2026-04-01 01:04:05,mobile,google,False,41,4,0,17,5,5,0,False,False
s_000171,u_001569,site_002,2026-04-01 14:57:09,desktop,google,False,13,2,0,35,12,16,0,True,False
s_000172,u_000707,site_002,2026-04-01 15:58:30,mobile,direct,False,37,4,0,39,7,1,0,False,False
s_000173,u_001674,site_001,2026-04-01 06:53:04,mobile,direct,True,133,3,0,77,12,17,67,True,False
s_000174,u_002402,site_001,2026-04-01 15:10:51,mobile,instagram,False,440,4,0,44,7,19,0,False,False
s_000175,u_000679,site_001,2026-04-01 01:30:44,desktop,facebook,False,187,6,0,52,4,14,0,False,False
s_000176,u_001687,site_002,2026-04-01 03:55:54,tablet,instagram,False,277,1,1,93,0,8,0,False,False
s_000177,u_001140,site_002,2026-04-01 14:34:29,mobile,direct,False,98,2,0,45,0,12,0,False,False
s_000178,u_001623,site_001,2026-04-01 04:25:41,tablet,google,False,339,4,0,58,5,14,0,False,False
s_000179,u_001666,site_001,2026-04-01 09:16:17,desktop,linkedin,False,479,2,0,31,12,5,0,True,False
s_000180,u_002128,site_002,2026-04-01 23:42:54,tablet,google,False,113,2,0,84,10,2,0,False,False
s_000181,u_002243,site_001,2026-04-01 04:44:53,desktop,google,False,182,1,1,52,7,17,0,False,False
s_000182,u_002595,site_001,2026-04-01 13:40:54,mobile,facebook,False,12,6,0,34,9,20,0,False,False
s_000183,u_002763,site_002,2026-04-01 18:49:40,mobile,linkedin,False,498,1,1,32,8,14,0,False,False
s_000184,u_000055,site_002,2026-04-01 02:19:25,mobile,linkedin,False,320,4,0,42,6,8,0,False,False
s_000185,u_001847,site_002,2026-04-01 18:46:42,tablet,google,True,411,5,0,79,8,1,202,False,False
s_000186,u_001336,site_002,2026-04-01 21:21:36,tablet,google,False,274,2,0,44,7,2,0,False,False
s_000187,u_002962,site_002,2026-04-01 12:12:18,tablet,facebook,True,158,4,0,22,4,15,242,False,False
s_000188,u_000611,site_002,2026-04-01 11:17:53,tablet,linkedin,True,375,3,0,45,4,9,106,False,False
s_000189,u_001187,site_002,2026-04-01 13:21:24,mobile,linkedin,False,468,6,0,65,6,14,0,False,False
s_000190,u_002382,site_001,2026-04-01 06:10:27,desktop,facebook,False,154,4,0,72,7,15,0,False,False
s_000191,u_002316,site_002,2026-04-01 16:48:38,desktop,facebook,False,530,5,0,67,2,13,0,False,False
s_000192,u_001945,site_001,2026-04-01 08:23:54,mobile,facebook,False,177,3,0,57,9,8,0,False,False
s_000193,u_002614,site_001,2026-04-01 06:31:47,tablet,facebook,False,91,3,0,85,1,9,0,False,False
s_000194,u_001214,site_001,2026-04-01 00:55:07,tablet,direct,False,213,2,0,56,10,7,0,False,False
s_000195,u_001114,site_001,2026-04-01 03:56:05,tablet,instagram,True,295,4,0,73,5,12,71,False,False
s_000196,u_000554,site_002,2026-04-01 04:40:59,mobile,direct,False,226,1,1,72,6,12,0,False,False
s_000197,u_002524,site_002,2026-04-01 10:00:13,desktop,linkedin,False,28,2,0,41,8,19,0,False,False
s_000198,u_001330,site_001,2026-04-01 13:47:39,tablet,direct,False,466,2,0,43,4,15,0,False,False
s_000199,u_002861,site_002,2026-04-01 16:51:39,mobile,linkedin,False,583,1,1,86,6,7,0,False,False
s_000200,u_000178,site_002,2026-04-01 12:01:00,tablet,linkedin,False,216,1,1,73,8,5,0,False,False
s_000201,u_002614,site_002,2026-04-01 09:37:09,mobile,instagram,False,535,6,0,55,3,4,0,False,False
s_000202,u_001794,site_001,2026-04-01 04:05:14,mobile,instagram,False,18,1,1,19,10,20,0,False,False
s_000203,u_002402,site_002,2026-04-01 06:22:43,desktop,google,False,553,4,0,76,3,18,0,False,False
s_000204,u_002857,site_001,2026-04-01 14:31:32,tablet,google,False,262,2,0,78,6,11,0,False,False
s_000205,u_002344,site_001,2026-04-01 12:00:22,tablet,instagram,False,363,2,0,26,5,9,0,False,False
s_000206,u_000195,site_002,2026-04-01 12:17:42,mobile,direct,False,12,1,1,27,11,14,0,True,False
s_000207,u_002383,site_001,2026-04-01 00:35:58,mobile,linkedin,False,271,5,0,70,8,10,0,False,False
s_000208,u_001767,site_001,2026-04-01 22:48:02,desktop,facebook,False,159,6,0,84,8,4,0,False,False
s_000209,u_000220,site_001,2026-04-01 04:27:28,desktop,linkedin,False,164,2,0,45,11,16,0,True,False
s_000210,u_002790,site_002,2026-04-01 13:09:39,mobile,facebook,False,525,6,0,59,8,1,0,False,False
s_000211,u_002915,site_001,2026-04-01 00:35:22,mobile,facebook,False,48,1,1,98,8,1,0,False,False
s_000212,u_002499,site_001,2026-04-01 10:48:19,desktop,linkedin,False,17,4,0,19,3,16,0,False,False
s_000213,u_002895,site_002,2026-04-01 16:16:29,desktop,google,False,384,4,0,16,11,12,0,True,False
s_000214,u_000313,site_001,2026-04-01 23:14:34,mobile,direct,False,487,3,0,59,10,12,0,False,False
s_000215,u_000374,site_001,2026-04-01 02:30:14,mobile,facebook,False,67,3,0,67,5,19,0,False,False
s_000216,u_002686,site_001,2026-04-01 04:36:51,desktop,direct,True,415,4,0,62,9,16,224,False,False
s_000217,u_000194,site_001,2026-04-01 05:00:07,desktop,linkedin,False,304,5,0,99,11,1,0,True,False
s_000218,u_001105,site_002,2026-04-01 00:00:56,desktop,google,False,336,3,0,97,11,7,0,True,False
s_000219,u_002317,site_002,2026-04-01 12:00:39,desktop,facebook,False,493,2,0,82,8,8,0,False,False
s_000220,u_001603,site_001,2026-04-01 05:29:28,desktop,instagram,False,489,3,0,95,5,17,0,False,False
s_000221,u_002838,site_002,2026-04-01 09:21:38,desktop,linkedin,False,536,1,1,93,10,20,0,False,False
s_000222,u_000080,site_001,2026-04-01 11:48:38,mobile,google,False,277,5,0,42,6,13,0,False,False
s_000223,u_001272,site_001,2026-04-01 20:27:19,desktop,direct,False,466,1,1,38,9,2,0,False,False
s_000224,u_000947,site_002,2026-04-01 15:30:20,tablet,direct,False,85,1,1,68,7,20,0,False,False
s_000225,u_001083,site_001,2026-04-01 14:57:35,desktop,linkedin,False,565,1,1,22,4,19,0,False,False
s_000226,u_000492,site_002,2026-04-01 17:48:27,mobile,linkedin,False,82,6,0,33,5,12,0,False,False
s_000227,u_001158,site_001,2026-04-01 19:37:54,tablet,instagram,True,184,4,0,58,9,3,386,False,False
s_000228,u_001853,site_002,2026-04-01 15:04:14,tablet,direct,False,329,5,0,49,3,11,0,False,False
s_000229,u_000436,site_001,2026-04-01 22:51:08,tablet,instagram,False,378,1,1,13,10,8,0,False,False
s_000230,u_002547,site_001,2026-04-01 22:15:05,mobile,google,False,100,2,0,85,2,15,0,False,False
s_000231,u_002300,site_001,2026-04-01 04:57:40,tablet,google,False,194,1,1,67,8,14,0,False,False
s_000232,u_000639,site_002,2026-04-01 15:33:54,mobile,facebook,False,174,6,0,19,8,8,0,False,False
s_000233,u_002502,site_001,2026-04-01 18:39:12,desktop,instagram,False,330,2,0,12,5,19,0,False,False
s_000234,u_002155,site_002,2026-04-01 04:09:20,desktop,direct,False,371,6,0,65,0,5,0,False,False
s_000235,u_000508,site_002,2026-04-01 04:43:03,desktop,linkedin,False,576,6,0,25,12,12,0,True,False
s_000236,u_001702,site_002,2026-04-01 17:44:54,desktop,google,True,144,3,0,40,6,7,189,False,False
s_000237,u_000927,site_001,2026-04-01 20:12:04,mobile,google,False,143,4,0,48,10,16,0,False,False
s_000238,u_002196,site_001,2026-04-01 16:37:31,desktop,linkedin,False,236,1,1,75,8,5,0,False,False
s_000239,u_002689,site_002,2026-04-01 17:20:36,desktop,facebook,False,108,3,0,37,6,14,0,False,False
s_000240,u_000828,site_002,2026-04-01 15:56:12,tablet,instagram,False,560,2,0,46,7,11,0,False,False
s_000241,u_001170,site_002,2026-04-01 18:22:29,tablet,facebook,True,412,4,0,30,10,7,155,False,False
s_000242,u_000163,site_001,2026-04-01 20:12:31,mobile,direct,False,421,4,0,96,4,16,0,False,False
s_000243,u_002585,site_001,2026-04-01 11:51:53,tablet,facebook,False,311,4,0,14,3,3,0,False,False
s_000244,u_002832,site_001,2026-04-01 07:03:04,mobile,direct,False,241,3,0,21,6,10,0,False,False
s_000245,u_002216,site_002,2026-04-01 02:28:44,desktop,linkedin,True,159,6,0,43,9,6,75,False,False
s_000246,u_000015,site_002,2026-04-01 20:59:09,mobile,instagram,False,14,6,0,94,5,15,0,False,False
s_000247,u_000419,site_001,2026-04-01 05:09:20,desktop,direct,False,576,2,0,86,4,2,0,False,False
s_000248,u_001127,site_002,2026-04-01 18:23:30,tablet,linkedin,False,414,5,0,52,4,7,0,False,False
s_000249,u_000741,site_001,2026-04-01 12:08:18,tablet,instagram,False,529,2,0,56,3,8,0,False,False
s_000250,u_000939,site_002,2026-04-01 04:13:06,tablet,google,False,299,4,0,95,2,6,0,False,False
s_000251,u_002318,site_002,2026-04-01 15:18:17,tablet,linkedin,False,87,2,0,99,2,9,0,False,False
s_000252,u_000100,site_001,2026-04-01 04:47:06,mobile,direct,False,334,2,0,78,8,13,0,False,False
